2017-03-25 20:40:52.213840: step 0, loss = 4.68 (57.7 examples/sec; 2.217 sec/batch)
2017-03-25 23:29:36.943032: step 58280, loss = 0.76 (734.6 examples/sec; 0.174 sec/batch)
2017-03-25 23:29:38.677243: step 58290, loss = 0.71 (738.1 examples/sec; 0.173 sec/batch)
2017-03-25 23:29:40.565065: step 58300, loss = 0.76 (678.1 examples/sec; 0.189 sec/batch)
2017-03-25 23:29:42.167639: step 58310, loss = 0.69 (798.7 examples/sec; 0.160 sec/batch)
2017-03-25 23:29:43.897335: step 58320, loss = 0.82 (740.0 examples/sec; 0.173 sec/batch)
2017-03-25 23:29:45.631123: step 58330, loss = 0.77 (738.3 examples/sec; 0.173 sec/batch)
2017-03-25 23:29:47.368025: step 58340, loss = 0.71 (736.9 examples/sec; 0.174 sec/batch)
2017-03-25 23:29:49.103684: step 58350, loss = 0.71 (737.5 examples/sec; 0.174 sec/batch)
2017-03-25 23:29:50.855534: step 58360, loss = 0.64 (730.7 examples/sec; 0.175 sec/batch)
2017-03-25 23:29:52.589052: step 58370, loss = 0.74 (738.4 examples/sec; 0.173 sec/batch)
2017-03-25 23:29:54.320086: step 58380, loss = 0.90 (739.4 examples/sec; 0.173 sec/batch)
2017-03-25 23:29:56.059049: step 58390, loss = 0.76 (736.1 examples/sec; 0.174 sec/batch)
2017-03-25 23:29:57.938949: step 58400, loss = 0.69 (680.9 examples/sec; 0.188 sec/batch)
2017-03-25 23:29:59.555422: step 58410, loss = 0.72 (791.9 examples/sec; 0.162 sec/batch)
2017-03-25 23:30:01.291682: step 58420, loss = 0.76 (737.1 examples/sec; 0.174 sec/batch)
2017-03-25 23:30:03.039786: step 58430, loss = 0.74 (732.2 examples/sec; 0.175 sec/batch)
2017-03-25 23:30:04.774133: step 58440, loss = 0.78 (738.2 examples/sec; 0.173 sec/batch)
2017-03-25 23:30:06.516830: step 58450, loss = 0.72 (734.4 examples/sec; 0.174 sec/batch)
2017-03-25 23:30:08.264280: step 58460, loss = 0.67 (732.5 examples/sec; 0.175 sec/batch)
2017-03-25 23:30:09.993307: step 58470, loss = 0.75 (740.3 examples/sec; 0.173 sec/batch)
2017-03-25 23:30:11.731028: step 58480, loss = 0.69 (736.7 examples/sec; 0.174 sec/batch)
2017-03-25 23:30:13.463248: step 58490, loss = 0.58 (738.9 examples/sec; 0.173 sec/batch)
2017-03-25 23:30:15.369966: step 58500, loss = 0.73 (671.5 examples/sec; 0.191 sec/batch)
2017-03-25 23:30:16.987334: step 58510, loss = 0.89 (791.1 examples/sec; 0.162 sec/batch)
2017-03-25 23:30:18.729854: step 58520, loss = 0.72 (734.6 examples/sec; 0.174 sec/batch)
2017-03-25 23:30:20.467013: step 58530, loss = 0.85 (736.9 examples/sec; 0.174 sec/batch)
2017-03-25 23:30:22.187207: step 58540, loss = 1.04 (744.0 examples/sec; 0.172 sec/batch)
2017-03-25 23:30:23.920992: step 58550, loss = 0.81 (738.3 examples/sec; 0.173 sec/batch)
2017-03-25 23:30:25.654162: step 58560, loss = 0.70 (738.5 examples/sec; 0.173 sec/batch)
2017-03-25 23:30:27.399900: step 58570, loss = 0.79 (733.2 examples/sec; 0.175 sec/batch)
2017-03-25 23:30:29.142106: step 58580, loss = 0.67 (734.7 examples/sec; 0.174 sec/batch)
2017-03-25 23:30:30.863811: step 58590, loss = 0.61 (743.4 examples/sec; 0.172 sec/batch)
2017-03-25 23:30:32.766602: step 58600, loss = 0.68 (673.0 examples/sec; 0.190 sec/batch)
2017-03-25 23:30:34.366802: step 58610, loss = 0.79 (799.5 examples/sec; 0.160 sec/batch)
2017-03-25 23:30:36.096203: step 58620, loss = 0.65 (740.1 examples/sec; 0.173 sec/batch)
2017-03-25 23:30:37.824124: step 58630, loss = 0.66 (740.8 examples/sec; 0.173 sec/batch)
2017-03-25 23:30:39.562231: step 58640, loss = 0.80 (736.4 examples/sec; 0.174 sec/batch)
2017-03-25 23:30:41.296171: step 58650, loss = 0.77 (738.2 examples/sec; 0.173 sec/batch)
2017-03-25 23:30:43.019582: step 58660, loss = 0.76 (742.7 examples/sec; 0.172 sec/batch)
2017-03-25 23:30:44.741676: step 58670, loss = 0.66 (743.3 examples/sec; 0.172 sec/batch)
2017-03-25 23:30:46.467065: step 58680, loss = 0.62 (741.9 examples/sec; 0.173 sec/batch)
2017-03-25 23:30:48.209942: step 58690, loss = 0.83 (734.4 examples/sec; 0.174 sec/batch)
2017-03-25 23:30:50.093572: step 58700, loss = 0.71 (679.9 examples/sec; 0.188 sec/batch)
2017-03-25 23:30:51.710752: step 58710, loss = 0.89 (791.0 examples/sec; 0.162 sec/batch)
2017-03-25 23:30:53.471470: step 58720, loss = 0.71 (727.0 examples/sec; 0.176 sec/batch)
2017-03-25 23:30:55.195528: step 58730, loss = 0.73 (742.4 examples/sec; 0.172 sec/batch)
2017-03-25 23:30:56.923692: step 58740, loss = 0.69 (740.7 examples/sec; 0.173 sec/batch)
2017-03-25 23:30:58.666212: step 58750, loss = 0.69 (734.6 examples/sec; 0.174 sec/batch)
2017-03-25 23:31:00.412355: step 58760, loss = 0.85 (733.0 examples/sec; 0.175 sec/batch)
2017-03-25 23:31:02.159734: step 58770, loss = 0.82 (732.5 examples/sec; 0.175 sec/batch)
2017-03-25 23:31:03.890474: step 58780, loss = 0.74 (739.8 examples/sec; 0.173 sec/batch)
2017-03-25 23:31:05.613176: step 58790, loss = 0.79 (742.8 examples/sec; 0.172 sec/batch)
2017-03-25 23:31:07.516014: step 58800, loss = 0.74 (672.7 examples/sec; 0.190 sec/batch)
2017-03-25 23:31:09.112376: step 58810, loss = 0.86 (802.0 examples/sec; 0.160 sec/batch)
2017-03-25 23:31:10.845176: step 58820, loss = 0.58 (738.6 examples/sec; 0.173 sec/batch)
2017-03-25 23:31:12.571841: step 58830, loss = 0.79 (741.2 examples/sec; 0.173 sec/batch)
2017-03-25 23:31:14.306695: step 58840, loss = 0.76 (737.9 examples/sec; 0.173 sec/batch)
2017-03-25 23:31:16.034431: step 58850, loss = 0.62 (740.8 examples/sec; 0.173 sec/batch)
2017-03-25 23:31:17.768086: step 58860, loss = 0.99 (738.3 examples/sec; 0.173 sec/batch)
2017-03-25 23:31:19.499562: step 58870, loss = 0.66 (739.2 examples/sec; 0.173 sec/batch)
2017-03-25 23:31:21.236435: step 58880, loss = 0.61 (737.0 examples/sec; 0.174 sec/batch)
2017-03-25 23:31:22.961378: step 58890, loss = 0.90 (742.1 examples/sec; 0.172 sec/batch)
2017-03-25 23:31:24.851456: step 58900, loss = 0.70 (677.2 examples/sec; 0.189 sec/batch)
2017-03-25 23:31:26.458850: step 58910, loss = 0.67 (796.3 examples/sec; 0.161 sec/batch)
2017-03-25 23:31:28.192503: step 58920, loss = 0.74 (738.3 examples/sec; 0.173 sec/batch)
2017-03-25 23:31:29.923414: step 58930, loss = 0.74 (739.5 examples/sec; 0.173 sec/batch)
2017-03-25 23:31:31.649246: step 58940, loss = 0.83 (741.7 examples/sec; 0.173 sec/batch)
2017-03-25 23:31:33.385971: step 58950, loss = 0.66 (737.0 examples/sec; 0.174 sec/batch)
2017-03-25 23:31:35.107491: step 58960, loss = 0.66 (743.5 examples/sec; 0.172 sec/batch)
2017-03-25 23:31:36.843770: step 58970, loss = 0.75 (737.3 examples/sec; 0.174 sec/batch)
2017-03-25 23:31:38.592186: step 58980, loss = 0.76 (732.1 examples/sec; 0.175 sec/batch)
2017-03-25 23:31:40.340172: step 58990, loss = 0.82 (732.3 examples/sec; 0.175 sec/batch)
2017-03-25 23:31:42.237684: step 59000, loss = 0.85 (674.5 examples/sec; 0.190 sec/batch)
2017-03-25 23:31:43.868766: step 59010, loss = 0.91 (784.8 examples/sec; 0.163 sec/batch)
2017-03-25 23:31:45.608541: step 59020, loss = 0.89 (735.7 examples/sec; 0.174 sec/batch)
2017-03-25 23:31:47.331641: step 59030, loss = 0.67 (742.8 examples/sec; 0.172 sec/batch)
2017-03-25 23:31:49.055838: step 59040, loss = 0.81 (742.5 examples/sec; 0.172 sec/batch)
2017-03-25 23:31:50.794247: step 59050, loss = 0.82 (736.3 examples/sec; 0.174 sec/batch)
2017-03-25 23:31:52.519131: step 59060, loss = 0.83 (742.0 examples/sec; 0.173 sec/batch)
2017-03-25 23:31:54.257169: step 59070, loss = 0.68 (736.5 examples/sec; 0.174 sec/batch)
2017-03-25 23:31:55.993998: step 59080, loss = 0.77 (737.0 examples/sec; 0.174 sec/batch)
2017-03-25 23:31:57.716625: step 59090, loss = 0.68 (743.1 examples/sec; 0.172 sec/batch)
2017-03-25 23:31:59.622959: step 59100, loss = 0.66 (671.8 examples/sec; 0.191 sec/batch)
2017-03-25 23:32:01.232529: step 59110, loss = 0.76 (794.8 examples/sec; 0.161 sec/batch)
2017-03-25 23:32:02.965911: step 59120, loss = 0.69 (738.4 examples/sec; 0.173 sec/batch)
2017-03-25 23:32:04.695449: step 59130, loss = 0.73 (740.1 examples/sec; 0.173 sec/batch)
2017-03-25 23:32:06.429427: step 59140, loss = 0.56 (738.2 examples/sec; 0.173 sec/batch)
2017-03-25 23:32:08.168049: step 59150, loss = 0.86 (736.2 examples/sec; 0.174 sec/batch)
2017-03-25 23:32:09.897155: step 59160, loss = 0.63 (740.3 examples/sec; 0.173 sec/batch)
2017-03-25 23:32:11.624078: step 59170, loss = 0.81 (741.3 examples/sec; 0.173 sec/batch)
2017-03-25 23:32:13.372768: step 59180, loss = 0.63 (731.9 examples/sec; 0.175 sec/batch)
2017-03-25 23:32:15.094411: step 59190, loss = 0.73 (743.5 examples/sec; 0.172 sec/batch)
2017-03-25 23:32:16.999452: step 59200, loss = 0.79 (672.1 examples/sec; 0.190 sec/batch)
2017-03-25 23:32:18.596433: step 59210, loss = 0.82 (801.2 examples/sec; 0.160 sec/batch)
2017-03-25 23:32:20.334010: step 59220, loss = 0.56 (736.7 examples/sec; 0.174 sec/batch)
2017-03-25 23:32:22.062496: step 59230, loss = 0.78 (740.6 examples/sec; 0.173 sec/batch)
2017-03-25 23:32:23.803184: step 59240, loss = 0.94 (735.3 examples/sec; 0.174 sec/batch)
2017-03-25 23:32:25.538528: step 59250, loss = 0.74 (737.6 examples/sec; 0.174 sec/batch)
2017-03-25 23:32:27.270346: step 59260, loss = 0.68 (739.1 examples/sec; 0.173 sec/batch)
2017-03-25 23:32:29.008098: step 59270, loss = 0.71 (736.6 examples/sec; 0.174 sec/batch)
2017-03-25 23:32:30.731762: step 59280, loss = 0.60 (742.6 examples/sec; 0.172 sec/batch)
2017-03-25 23:32:32.478248: step 59290, loss = 0.80 (733.0 examples/sec; 0.175 sec/batch)
2017-03-25 23:32:34.364787: step 59300, loss = 0.69 (678.4 examples/sec; 0.189 sec/batch)
2017-03-25 23:32:35.973233: step 59310, loss = 0.69 (795.8 examples/sec; 0.161 sec/batch)
2017-03-25 23:32:37.721347: step 59320, loss = 0.76 (732.2 examples/sec; 0.175 sec/batch)
2017-03-25 23:32:39.451281: step 59330, loss = 0.59 (739.9 examples/sec; 0.173 sec/batch)
2017-03-25 23:32:41.191698: step 59340, loss = 0.88 (735.4 examples/sec; 0.174 sec/batch)
2017-03-25 23:32:42.918298: step 59350, loss = 0.77 (741.3 examples/sec; 0.173 sec/batch)
2017-03-25 23:32:44.661031: step 59360, loss = 1.06 (734.5 examples/sec; 0.174 sec/batch)
2017-03-25 23:32:46.385699: step 59370, loss = 0.68 (742.2 examples/sec; 0.172 sec/batch)
2017-03-25 23:32:48.108464: step 59380, loss = 0.76 (743.0 examples/sec; 0.172 sec/batch)
2017-03-25 23:32:49.830391: step 59390, loss = 0.59 (743.3 examples/sec; 0.172 sec/batch)
2017-03-25 23:32:51.744975: step 59400, loss = 0.65 (668.6 examples/sec; 0.191 sec/batch)
2017-03-25 23:32:53.347412: step 59410, loss = 0.59 (798.8 examples/sec; 0.160 sec/batch)
2017-03-25 23:32:55.087839: step 59420, loss = 0.75 (735.4 examples/sec; 0.174 sec/batch)
2017-03-25 23:32:56.813081: step 59430, loss = 0.57 (741.9 examples/sec; 0.173 sec/batch)
2017-03-25 23:32:58.548633: step 59440, loss = 0.65 (737.5 examples/sec; 0.174 sec/batch)
2017-03-25 23:33:00.292720: step 59450, loss = 0.77 (733.9 examples/sec; 0.174 sec/batch)
2017-03-25 23:33:02.031542: step 59460, loss = 0.66 (736.1 examples/sec; 0.174 sec/batch)
2017-03-25 23:33:03.754794: step 59470, loss = 0.70 (742.8 examples/sec; 0.172 sec/batch)
2017-03-25 23:33:05.487845: step 59480, loss = 0.68 (738.6 examples/sec; 0.173 sec/batch)
2017-03-25 23:33:07.231271: step 59490, loss = 0.83 (734.2 examples/sec; 0.174 sec/batch)
2017-03-25 23:33:09.112671: step 59500, loss = 0.87 (680.3 examples/sec; 0.188 sec/batch)
2017-03-25 23:33:10.722704: step 59510, loss = 0.82 (795.0 examples/sec; 0.161 sec/batch)
2017-03-25 23:33:12.459160: step 59520, loss = 0.66 (737.1 examples/sec; 0.174 sec/batch)
2017-03-25 23:33:14.195505: step 59530, loss = 1.00 (737.2 examples/sec; 0.174 sec/batch)
2017-03-25 23:33:15.943761: step 59540, loss = 0.70 (732.2 examples/sec; 0.175 sec/batch)
2017-03-25 23:33:17.688889: step 59550, loss = 0.73 (733.5 examples/sec; 0.175 sec/batch)
2017-03-25 23:33:19.440743: step 59560, loss = 0.68 (730.7 examples/sec; 0.175 sec/batch)
2017-03-25 23:33:21.185359: step 59570, loss = 0.71 (733.8 examples/sec; 0.174 sec/batch)
2017-03-25 23:33:22.909622: step 59580, loss = 0.70 (742.2 examples/sec; 0.172 sec/batch)
2017-03-25 23:33:24.650994: step 59590, loss = 0.92 (735.0 examples/sec; 0.174 sec/batch)
2017-03-25 23:33:26.556997: step 59600, loss = 0.61 (671.6 examples/sec; 0.191 sec/batch)
2017-03-25 23:33:28.166941: step 59610, loss = 0.79 (795.1 examples/sec; 0.161 sec/batch)
2017-03-25 23:33:29.898717: step 59620, loss = 0.85 (739.1 examples/sec; 0.173 sec/batch)
2017-03-25 23:33:31.639023: step 59630, loss = 0.63 (735.5 examples/sec; 0.174 sec/batch)
2017-03-25 23:33:33.367339: step 59640, loss = 0.80 (740.6 examples/sec; 0.173 sec/batch)
2017-03-25 23:33:35.107878: step 59650, loss = 0.69 (735.5 examples/sec; 0.174 sec/batch)
2017-03-25 23:33:36.842424: step 59660, loss = 0.67 (738.1 examples/sec; 0.173 sec/batch)
2017-03-25 23:33:38.583462: step 59670, loss = 0.67 (735.0 examples/sec; 0.174 sec/batch)
2017-03-25 23:33:40.312940: step 59680, loss = 0.76 (740.1 examples/sec; 0.173 sec/batch)
2017-03-25 23:33:42.041920: step 59690, loss = 0.64 (740.3 examples/sec; 0.173 sec/batch)
2017-03-25 23:33:43.942449: step 59700, loss = 0.77 (674.0 examples/sec; 0.190 sec/batch)
2017-03-25 23:33:45.553600: step 59710, loss = 0.62 (793.8 examples/sec; 0.161 sec/batch)
2017-03-25 23:33:47.281922: step 59720, loss = 0.80 (740.6 examples/sec; 0.173 sec/batch)
2017-03-25 23:33:49.010680: step 59730, loss = 0.61 (740.4 examples/sec; 0.173 sec/batch)
2017-03-25 23:33:50.737342: step 59740, loss = 0.71 (741.3 examples/sec; 0.173 sec/batch)
2017-03-25 23:33:52.475674: step 59750, loss = 0.67 (736.3 examples/sec; 0.174 sec/batch)
2017-03-25 23:33:54.203112: step 59760, loss = 0.83 (741.1 examples/sec; 0.173 sec/batch)
2017-03-25 23:33:55.955848: step 59770, loss = 0.64 (730.2 examples/sec; 0.175 sec/batch)
2017-03-25 23:33:57.685977: step 59780, loss = 0.67 (739.8 examples/sec; 0.173 sec/batch)
2017-03-25 23:33:59.411571: step 59790, loss = 0.69 (741.8 examples/sec; 0.173 sec/batch)
2017-03-25 23:34:01.315648: step 59800, loss = 0.77 (672.6 examples/sec; 0.190 sec/batch)
2017-03-25 23:34:02.939057: step 59810, loss = 0.60 (788.0 examples/sec; 0.162 sec/batch)
2017-03-25 23:34:04.670621: step 59820, loss = 0.79 (739.2 examples/sec; 0.173 sec/batch)
2017-03-25 23:34:06.401913: step 59830, loss = 0.78 (739.3 examples/sec; 0.173 sec/batch)
2017-03-25 23:34:08.137099: step 59840, loss = 0.87 (737.7 examples/sec; 0.174 sec/batch)
2017-03-25 23:34:09.863647: step 59850, loss = 0.60 (741.4 examples/sec; 0.173 sec/batch)
2017-03-25 23:34:11.597819: step 59860, loss = 0.71 (738.1 examples/sec; 0.173 sec/batch)
2017-03-25 23:34:13.328946: step 59870, loss = 0.84 (739.4 examples/sec; 0.173 sec/batch)
2017-03-25 23:34:15.056525: step 59880, loss = 0.66 (740.9 examples/sec; 0.173 sec/batch)
2017-03-25 23:34:16.793049: step 59890, loss = 0.69 (737.1 examples/sec; 0.174 sec/batch)
2017-03-25 23:34:18.667718: step 59900, loss = 0.66 (683.1 examples/sec; 0.187 sec/batch)
2017-03-25 23:34:20.277655: step 59910, loss = 0.76 (794.8 examples/sec; 0.161 sec/batch)
2017-03-25 23:34:22.003467: step 59920, loss = 0.61 (741.5 examples/sec; 0.173 sec/batch)
2017-03-25 23:34:23.726558: step 59930, loss = 0.80 (742.9 examples/sec; 0.172 sec/batch)
2017-03-25 23:34:25.467525: step 59940, loss = 0.78 (735.2 examples/sec; 0.174 sec/batch)
2017-03-25 23:34:27.204745: step 59950, loss = 0.68 (736.8 examples/sec; 0.174 sec/batch)
2017-03-25 23:34:28.919095: step 59960, loss = 0.71 (746.6 examples/sec; 0.171 sec/batch)
2017-03-25 23:34:30.644934: step 59970, loss = 0.72 (741.7 examples/sec; 0.173 sec/batch)
2017-03-25 23:34:32.377877: step 59980, loss = 0.67 (738.6 examples/sec; 0.173 sec/batch)
2017-03-25 23:34:34.109426: step 59990, loss = 0.91 (739.2 examples/sec; 0.173 sec/batch)
2017-03-25 23:34:36.005753: step 60000, loss = 0.81 (675.0 examples/sec; 0.190 sec/batch)
2017-03-25 23:34:37.611233: step 60010, loss = 0.71 (797.3 examples/sec; 0.161 sec/batch)
2017-03-25 23:34:39.335587: step 60020, loss = 0.60 (742.4 examples/sec; 0.172 sec/batch)
2017-03-25 23:34:41.069643: step 60030, loss = 0.72 (738.1 examples/sec; 0.173 sec/batch)
2017-03-25 23:34:42.817748: step 60040, loss = 0.77 (732.2 examples/sec; 0.175 sec/batch)
2017-03-25 23:34:44.549816: step 60050, loss = 0.77 (739.0 examples/sec; 0.173 sec/batch)
2017-03-25 23:34:46.282152: step 60060, loss = 0.77 (738.9 examples/sec; 0.173 sec/batch)
2017-03-25 23:34:48.007303: step 60070, loss = 0.72 (742.0 examples/sec; 0.173 sec/batch)
2017-03-25 23:34:49.728996: step 60080, loss = 0.83 (743.5 examples/sec; 0.172 sec/batch)
2017-03-25 23:34:51.480242: step 60090, loss = 0.72 (731.0 examples/sec; 0.175 sec/batch)
2017-03-25 23:34:53.383998: step 60100, loss = 0.69 (672.3 examples/sec; 0.190 sec/batch)
2017-03-25 23:34:54.972356: step 60110, loss = 0.89 (805.9 examples/sec; 0.159 sec/batch)
2017-03-25 23:34:56.697279: step 60120, loss = 0.78 (742.1 examples/sec; 0.172 sec/batch)
2017-03-25 23:34:58.429612: step 60130, loss = 0.75 (739.0 examples/sec; 0.173 sec/batch)
2017-03-25 23:35:00.167249: step 60140, loss = 0.69 (736.6 examples/sec; 0.174 sec/batch)
2017-03-25 23:35:01.901842: step 60150, loss = 0.59 (737.9 examples/sec; 0.173 sec/batch)
2017-03-25 23:35:03.638037: step 60160, loss = 0.60 (737.3 examples/sec; 0.174 sec/batch)
2017-03-25 23:35:05.376319: step 60170, loss = 0.79 (736.4 examples/sec; 0.174 sec/batch)
2017-03-25 23:35:07.122220: step 60180, loss = 0.71 (733.1 examples/sec; 0.175 sec/batch)
2017-03-25 23:35:08.839925: step 60190, loss = 0.55 (745.2 examples/sec; 0.172 sec/batch)
2017-03-25 23:35:10.748026: step 60200, loss = 0.70 (670.8 examples/sec; 0.191 sec/batch)
2017-03-25 23:35:12.364256: step 60210, loss = 0.88 (792.0 examples/sec; 0.162 sec/batch)
2017-03-25 23:35:14.106761: step 60220, loss = 0.76 (734.6 examples/sec; 0.174 sec/batch)
2017-03-25 23:35:15.840871: step 60230, loss = 0.73 (738.1 examples/sec; 0.173 sec/batch)
2017-03-25 23:35:17.569607: step 60240, loss = 0.80 (740.4 examples/sec; 0.173 sec/batch)
2017-03-25 23:35:19.298555: step 60250, loss = 0.76 (740.3 examples/sec; 0.173 sec/batch)
2017-03-25 23:35:21.040985: step 60260, loss = 0.93 (734.6 examples/sec; 0.174 sec/batch)
2017-03-25 23:35:22.775391: step 60270, loss = 0.74 (738.0 examples/sec; 0.173 sec/batch)
2017-03-25 23:35:24.515565: step 60280, loss = 0.50 (735.6 examples/sec; 0.174 sec/batch)
2017-03-25 23:35:26.244773: step 60290, loss = 0.68 (740.2 examples/sec; 0.173 sec/batch)
2017-03-25 23:35:28.142076: step 60300, loss = 0.71 (675.0 examples/sec; 0.190 sec/batch)
2017-03-25 23:35:29.752658: step 60310, loss = 0.66 (794.3 examples/sec; 0.161 sec/batch)
2017-03-25 23:35:31.490156: step 60320, loss = 0.64 (736.7 examples/sec; 0.174 sec/batch)
2017-03-25 23:35:33.226893: step 60330, loss = 0.76 (737.0 examples/sec; 0.174 sec/batch)
2017-03-25 23:35:34.955732: step 60340, loss = 0.60 (740.4 examples/sec; 0.173 sec/batch)
2017-03-25 23:35:36.672570: step 60350, loss = 0.84 (745.6 examples/sec; 0.172 sec/batch)
2017-03-25 23:35:38.397877: step 60360, loss = 0.78 (742.0 examples/sec; 0.173 sec/batch)
2017-03-25 23:35:40.122931: step 60370, loss = 0.85 (741.9 examples/sec; 0.173 sec/batch)
2017-03-25 23:35:41.851375: step 60380, loss = 0.68 (740.6 examples/sec; 0.173 sec/batch)
2017-03-25 23:35:43.597661: step 60390, loss = 0.82 (733.0 examples/sec; 0.175 sec/batch)
2017-03-25 23:35:45.485047: step 60400, loss = 0.70 (678.2 examples/sec; 0.189 sec/batch)
2017-03-25 23:35:47.100011: step 60410, loss = 0.60 (792.6 examples/sec; 0.161 sec/batch)
2017-03-25 23:35:48.824524: step 60420, loss = 0.64 (742.2 examples/sec; 0.172 sec/batch)
2017-03-25 23:35:50.547825: step 60430, loss = 0.78 (742.7 examples/sec; 0.172 sec/batch)
2017-03-25 23:35:52.291420: step 60440, loss = 0.74 (734.1 examples/sec; 0.174 sec/batch)
2017-03-25 23:35:54.012786: step 60450, loss = 0.76 (743.6 examples/sec; 0.172 sec/batch)
2017-03-25 23:35:55.757264: step 60460, loss = 0.72 (733.7 examples/sec; 0.174 sec/batch)
2017-03-25 23:35:57.505215: step 60470, loss = 0.63 (732.3 examples/sec; 0.175 sec/batch)
2017-03-25 23:35:59.233525: step 60480, loss = 0.72 (740.6 examples/sec; 0.173 sec/batch)
2017-03-25 23:36:00.973650: step 60490, loss = 0.88 (735.6 examples/sec; 0.174 sec/batch)
2017-03-25 23:36:02.877886: step 60500, loss = 0.62 (672.2 examples/sec; 0.190 sec/batch)
2017-03-25 23:36:04.474549: step 60510, loss = 0.91 (801.7 examples/sec; 0.160 sec/batch)
2017-03-25 23:36:06.208619: step 60520, loss = 0.66 (738.1 examples/sec; 0.173 sec/batch)
2017-03-25 23:36:07.941454: step 60530, loss = 0.73 (738.7 examples/sec; 0.173 sec/batch)
2017-03-25 23:36:09.659685: step 60540, loss = 0.81 (745.0 examples/sec; 0.172 sec/batch)
2017-03-25 23:36:11.397168: step 60550, loss = 0.70 (736.7 examples/sec; 0.174 sec/batch)
2017-03-25 23:36:13.127512: step 60560, loss = 0.63 (739.7 examples/sec; 0.173 sec/batch)
2017-03-25 23:36:14.861584: step 60570, loss = 0.65 (738.2 examples/sec; 0.173 sec/batch)
2017-03-25 23:36:16.590565: step 60580, loss = 0.81 (740.3 examples/sec; 0.173 sec/batch)
2017-03-25 23:36:18.311144: step 60590, loss = 0.65 (743.9 examples/sec; 0.172 sec/batch)
2017-03-25 23:36:20.200740: step 60600, loss = 0.84 (677.4 examples/sec; 0.189 sec/batch)
2017-03-25 23:36:21.803674: step 60610, loss = 0.76 (798.5 examples/sec; 0.160 sec/batch)
2017-03-25 23:36:23.523861: step 60620, loss = 0.79 (744.1 examples/sec; 0.172 sec/batch)
2017-03-25 23:36:25.261950: step 60630, loss = 0.81 (736.5 examples/sec; 0.174 sec/batch)
2017-03-25 23:36:26.999212: step 60640, loss = 0.73 (736.7 examples/sec; 0.174 sec/batch)
2017-03-25 23:36:28.744196: step 60650, loss = 0.64 (733.5 examples/sec; 0.174 sec/batch)
2017-03-25 23:36:30.478256: step 60660, loss = 0.80 (738.2 examples/sec; 0.173 sec/batch)
2017-03-25 23:36:32.207106: step 60670, loss = 0.70 (740.3 examples/sec; 0.173 sec/batch)
2017-03-25 23:36:33.942050: step 60680, loss = 0.62 (737.8 examples/sec; 0.173 sec/batch)
2017-03-25 23:36:35.679248: step 60690, loss = 0.64 (736.8 examples/sec; 0.174 sec/batch)
2017-03-25 23:36:37.612694: step 60700, loss = 0.73 (662.2 examples/sec; 0.193 sec/batch)
2017-03-25 23:36:39.162297: step 60710, loss = 0.84 (825.7 examples/sec; 0.155 sec/batch)
2017-03-25 23:36:40.906491: step 60720, loss = 0.71 (733.9 examples/sec; 0.174 sec/batch)
2017-03-25 23:36:42.644777: step 60730, loss = 0.90 (736.4 examples/sec; 0.174 sec/batch)
2017-03-25 23:36:44.371414: step 60740, loss = 0.67 (741.3 examples/sec; 0.173 sec/batch)
2017-03-25 23:36:46.096481: step 60750, loss = 0.60 (742.0 examples/sec; 0.173 sec/batch)
2017-03-25 23:36:47.838546: step 60760, loss = 0.81 (734.8 examples/sec; 0.174 sec/batch)
2017-03-25 23:36:49.573942: step 60770, loss = 0.71 (737.6 examples/sec; 0.174 sec/batch)
2017-03-25 23:36:51.303745: step 60780, loss = 0.86 (740.1 examples/sec; 0.173 sec/batch)
2017-03-25 23:36:53.041933: step 60790, loss = 0.80 (736.3 examples/sec; 0.174 sec/batch)
2017-03-25 23:36:54.941650: step 60800, loss = 0.70 (673.8 examples/sec; 0.190 sec/batch)
2017-03-25 23:36:56.546071: step 60810, loss = 0.71 (797.8 examples/sec; 0.160 sec/batch)
2017-03-25 23:36:58.293624: step 60820, loss = 0.72 (732.5 examples/sec; 0.175 sec/batch)
2017-03-25 23:37:00.026436: step 60830, loss = 0.66 (738.6 examples/sec; 0.173 sec/batch)
2017-03-25 23:37:01.761965: step 60840, loss = 0.96 (737.5 examples/sec; 0.174 sec/batch)
2017-03-25 23:37:03.500036: step 60850, loss = 0.85 (736.5 examples/sec; 0.174 sec/batch)
2017-03-25 23:37:05.222744: step 60860, loss = 0.64 (743.0 examples/sec; 0.172 sec/batch)
2017-03-25 23:37:06.949629: step 60870, loss = 0.70 (741.2 examples/sec; 0.173 sec/batch)
2017-03-25 23:37:08.705227: step 60880, loss = 0.76 (729.1 examples/sec; 0.176 sec/batch)
2017-03-25 23:37:10.437096: step 60890, loss = 0.65 (739.1 examples/sec; 0.173 sec/batch)
2017-03-25 23:37:12.348418: step 60900, loss = 0.64 (669.7 examples/sec; 0.191 sec/batch)
2017-03-25 23:37:13.958846: step 60910, loss = 0.77 (794.8 examples/sec; 0.161 sec/batch)
2017-03-25 23:37:15.688761: step 60920, loss = 0.63 (739.9 examples/sec; 0.173 sec/batch)
2017-03-25 23:37:17.433153: step 60930, loss = 0.63 (733.8 examples/sec; 0.174 sec/batch)
2017-03-25 23:37:19.159577: step 60940, loss = 0.71 (741.4 examples/sec; 0.173 sec/batch)
2017-03-25 23:37:20.886070: step 60950, loss = 0.81 (741.4 examples/sec; 0.173 sec/batch)
